0 -6591200.5 -1.0273968E7 -1.2254455E7 -6591200.5
1 -7037168.0 -9919232.0 -1.2373889E7 -6591200.5
2 -4829565.5 -9891854.0 -1.2405584E7 -4829565.5
3 -5652654.5 -9613071.0 -1.1874061E7 -4829565.5
4 -6442118.5 -9574969.0 -1.1846613E7 -4829565.5
5 -6818440.5 -1.0246496E7 -1.1763688E7 -4829565.5
6 -7291066.5 -1.0220742E7 -1.1924824E7 -4829565.5
7 -6035862.5 -9594786.0 -1.1720161E7 -4829565.5
8 -7280638.5 -9792124.0 -1.1918388E7 -4829565.5
9 -7469414.0 -9999506.0 -1.1149052E7 -4829565.5
10 -8495933.0 -1.0054635E7 -1.1480949E7 -4829565.5
11 -6720941.5 -1.0057236E7 -1.2155923E7 -4829565.5
12 -5963427.5 -8940596.0 -1.1780759E7 -4829565.5
13 -6440114.5 -9642800.0 -1.1621645E7 -4829565.5
14 -7882197.5 -1.0094933E7 -1.1841081E7 -4829565.5
15 -6585066.0 -9863092.0 -1.1915155E7 -4829565.5
16 -5373731.5 -9874669.0 -1.2096933E7 -4829565.5
17 -6775422.5 -1.015544E7 -1.1778968E7 -4829565.5
18 -7338169.5 -9798512.0 -1.2553933E7 -4829565.5
19 -8250647.5 -1.0076472E7 -1.1821317E7 -4829565.5
20 -6558918.5 -9575848.0 -1.2349089E7 -4829565.5
