0 0.026745996 -0.0073908074 -0.03543919 0.026745996
1 0.0056339577 -0.009703305 -0.055750623 0.0056339577
2 0.038021926 -0.014984472 -0.17552732 0.038021926
3 0.039552487 -0.008060303 -0.076345675 0.039552487
4 0.061915677 -0.016517151 -0.09403041 0.061915677
5 0.04012768 -0.012168562 -0.09201547 0.061915677
6 0.026932286 -0.008827038 -0.050928395 0.061915677
7 0.021566307 -0.017896682 -0.06058466 0.061915677
8 0.009354699 -0.012321344 -0.031274617 0.061915677
9 0.00870538 -0.006448057 -0.026915811 0.061915677
10 0.028859338 -0.01931902 -0.08818074 0.061915677
11 0.043342758 -0.01268818 -0.08697483 0.061915677
12 0.007904402 -0.010771114 -0.03766777 0.061915677
13 0.014727903 -0.012325807 -0.061775032 0.061915677
14 0.02139392 -0.016813602 -0.08265791 0.061915677
15 0.037726816 -0.005142347 -0.038736075 0.061915677
16 0.027236464 -0.019956173 -0.09661906 0.061915677
17 0.027504193 -0.009294712 -0.0425556 0.061915677
18 0.06997945 0.0023535048 -0.083372094 0.06997945
19 0.047761146 -0.008289224 -0.095116444 0.06997945
20 0.050252926 -0.019185407 -0.13446788 0.06997945
21 0.00811909 -0.009476924 -0.036779467 0.06997945
22 0.034072354 -0.0043383073 -0.04300772 0.06997945
23 0.04723851 0.0012151003 -0.08916595 0.06997945
24 0.017337881 -0.016329575 -0.17686217 0.06997945
25 0.027749205 -0.027166326 -0.12680207 0.06997945
26 0.015703795 -0.007859034 -0.05962421 0.06997945
27 0.02020169 -0.012553489 -0.06121852 0.06997945
28 0.02804239 -0.008475054 -0.0749473 0.06997945
29 0.079877205 -0.009113471 -0.07513914 0.079877205
30 0.020517092 -0.023413762 -0.09277638 0.020517092
