0 -50673.832 -1180889.5 -1984532.6 -50673.832
1 68179.0 -1093965.5 -3027778.0 68179.0
2 343802.66 -1367401.8 -3249165.0 343802.66
3 -308969.34 -1567417.1 -3562792.0 343802.66
4 -472930.66 -1966026.2 -3838498.8 343802.66
5 -356543.66 -1898894.9 -3887130.8 343802.66
6 623749.2 -1555405.2 -3265735.8 623749.2
7 216821.0 -1180257.2 -3099234.2 623749.2
8 -143638.67 -1568082.1 -3293415.2 623749.2
9 370799.34 -1870001.4 -4144766.0 623749.2
10 214943.17 -1570555.0 -4428142.0 623749.2
11 -98518.164 -1503494.0 -2890919.0 623749.2
12 240750.5 -1365319.4 -3484167.2 623749.2
13 -121524.664 -1417345.0 -3713256.8 623749.2
14 404326.66 -1515945.1 -3981989.2 623749.2
15 498746.66 -1212486.5 -3160085.0 623749.2
16 -99101.0 -1168138.5 -3202002.0 623749.2
17 -49804.0 -1348483.9 -2702293.2 623749.2
18 -304289.0 -1649504.8 -2801302.0 623749.2
19 -128873.0 -1609788.2 -2593885.5 623749.2
20 477032.5 -1386714.1 -3076422.0 623749.2
