0 0.13630506 0.042751364 -0.084487356
1 0.137575 0.099424906 0.024640713
2 0.137575 0.13665143 0.13630506
3 0.1498396 0.13827378 0.13630506
4 0.1498396 0.14212604 0.137575
5 0.1498396 0.1466315 0.1380765
6 0.17332938 0.15197505 0.1498396
7 0.17332938 0.15411048 0.1498396
8 0.17332938 0.1605168 0.1498396
9 0.17332938 0.1690585 0.1498396
10 0.17332938 0.17332937 0.17332938
11 0.17332938 0.17332937 0.17332938
12 0.17332938 0.17332937 0.17332938
13 0.17332938 0.17332937 0.17332938
14 0.17332938 0.17332937 0.17332938
15 0.17332938 0.17332937 0.17332938
16 0.17332938 0.17332937 0.17332938
17 0.17332938 0.17332937 0.17332938
18 0.17332938 0.17332937 0.17332938
19 0.17332938 0.17332937 0.17332938
20 0.17332938 0.17332937 0.17332938
21 0.17332938 0.17332937 0.17332938
22 0.17332938 0.17332937 0.17332938
23 0.17332938 0.17332937 0.17332938
24 0.17332938 0.17332937 0.17332938
25 0.17332938 0.17332937 0.17332938
26 0.20621781 0.17631923 0.17332938
27 0.20621781 0.18229894 0.17332938
28 0.20621781 0.18827866 0.17332938
29 0.20621781 0.20023808 0.17332938
