0 0.03389508 -0.010751325 -0.061347395
1 0.03389508 0.0036389604 -0.008157475
2 0.03389508 -4.915062E-4 -0.057083037
3 0.03389508 0.0050468007 -0.027113967
4 0.03389508 -0.010282347 -0.101950206
5 0.029471094 0.0051020137 -0.024224738
6 0.036895715 0.0012353221 -0.12607127
7 0.036895715 0.0146312425 -0.044352483
8 0.036895715 0.010668275 -0.018227344
9 0.036895715 -3.7267525E-4 -0.05975726
10 0.036895715 0.0052631726 -0.06569987
11 0.036895715 0.011756984 -0.039139554
12 0.036895715 0.0053656064 -0.047962803
13 0.047128055 0.00662267 -0.057910204
14 0.047128055 0.011586855 -0.019342495
15 0.047128055 0.013507919 -0.05563205
16 0.05008316 0.008935006 -0.08628523
17 0.056852642 0.0031390907 -0.14807321
18 0.056852642 0.01704518 -0.020824088
19 0.056852642 0.016084412 -0.053852838
20 0.056852642 0.02358896 -0.023684338
21 0.056852642 0.023882248 -0.055935364
22 0.056852642 0.016943747 -0.050513234
23 0.056852642 0.014305571 -0.051363885
24 0.06223893 0.022560507 -0.05381392
25 0.06223893 0.019860676 -0.036734987
26 0.06223893 0.017091248 -0.03879482
27 0.06223893 0.019305678 -0.09804108
28 0.06223893 0.017602947 -0.05617331
29 0.06223893 0.006518066 -0.1623351
30 0.08415738 0.020926032 -0.09181768
