0 -0.0140965395 -0.15606812 -0.5597623
1 -0.0140965395 -0.11195581 -0.47666276
2 -0.0140965395 -0.038378336 -0.19869678
3 -0.0140965395 -0.08063084 -0.28821272
4 -0.0140965395 -0.08979614 -0.6071891
5 -0.0140965395 -0.11076916 -0.59107065
6 -0.0140965395 -0.08303164 -0.4526757
7 -0.0140965395 -0.07647847 -0.20115085
8 -0.0140965395 -0.081272356 -0.30261996
9 -0.013624816 -0.03665271 -0.17373556
10 -0.013624816 -0.05851204 -0.31463724
11 -0.013624816 -0.1025339 -0.53974116
12 -0.013624816 -0.055355035 -0.18067564
13 -0.013624816 -0.07060344 -0.29347435
14 -0.013624816 -0.09502339 -0.64131397
15 -0.013624816 -0.044226855 -0.17362164
16 -0.013624816 -0.119455814 -0.4323322
17 -0.013624816 -0.06996093 -0.30540118
18 -0.013624816 -0.09889283 -0.4713386
19 -0.013624816 -0.05610107 -0.21328081
20 -0.013624816 -0.029360373 -0.21645075
21 -0.013624816 -0.09907881 -0.4436593
22 -0.013624816 -0.06772282 -0.35721862
23 -0.013624816 -0.050759375 -0.2506301
24 -0.013624816 -0.08524027 -0.40610242
25 -0.013624816 -0.094723746 -0.35211143
26 -0.013624816 -0.08705585 -0.38564667
27 -0.01334327 -0.06009306 -0.28439596
28 -0.01334327 -0.06298888 -0.1677178
29 -0.01334327 -0.06946707 -0.43919173
30 -0.01334327 -0.07168863 -0.18123324
