0 0.034438994 -0.017686766 -0.12659243
1 0.07124389 0.019546168 -0.0390648
2 0.07124389 0.042404607 0.0068304646
3 0.07124389 0.05581129 0.024988616
4 0.07124389 0.07124389 0.07124389
5 0.07124389 0.07124389 0.07124389
6 0.07124389 0.07124389 0.07124389
7 0.07124389 0.07124389 0.07124389
8 0.07124389 0.07124389 0.07124389
9 0.07124389 0.07124389 0.07124389
10 0.07124389 0.07124389 0.07124389
11 0.07124389 0.07124389 0.07124389
12 0.07124389 0.07124389 0.07124389
13 0.07124389 0.07124389 0.07124389
14 0.07124389 0.07124389 0.07124389
15 0.07124389 0.07124389 0.07124389
16 0.07124389 0.07124389 0.07124389
17 0.07124389 0.07124389 0.07124389
18 0.07124389 0.07124389 0.07124389
19 0.07124389 0.07124389 0.07124389
20 0.07124389 0.07124389 0.07124389
21 0.07124389 0.07124389 0.07124389
22 0.07124389 0.07124389 0.07124389
23 0.07124389 0.07124389 0.07124389
24 0.07124389 0.07124389 0.07124389
25 0.07124389 0.07124389 0.07124389
26 0.07124389 0.07124389 0.07124389
27 0.07124389 0.07124389 0.07124389
28 0.07124389 0.07124389 0.07124389
29 0.07124389 0.07124389 0.07124389
30 0.07124389 0.07124389 0.07124389
