0 0.38866672 0.15466669 -0.088666655
1 0.38866672 0.18708332 -0.022
2 0.38866672 0.20558335 0.029333336
3 0.38866672 0.20424998 -0.108666666
4 0.38866672 0.278 0.079333335
5 0.38866672 0.25695834 0.067999996
6 0.38866672 0.25266668 0.064
7 0.38866672 0.21370831 -0.029333338
8 0.38866672 0.24516666 -0.026000008
9 0.38866672 0.23562503 -0.06733333
10 0.38866672 0.2517917 0.036666673
11 0.38866672 0.24433336 0.02
12 0.38866672 0.25545835 0.09
13 0.38866672 0.24295837 0.052666664
14 0.38866672 0.2547917 -0.019333338
15 0.38866672 0.22920837 0.06266667
16 0.40600002 0.21350002 -0.031333335
17 0.5346667 0.27591664 -0.010000001
18 0.5346667 0.24212499 -0.028666668
19 0.5346667 0.24220833 -0.036
20 0.5346667 0.25891668 -0.081999995
21 0.5346667 0.23645833 -0.11133334
22 0.5346667 0.26241666 0.052000005
23 0.5346667 0.31983334 0.034666676
24 0.5346667 0.2635833 -0.116000004
25 0.5346667 0.303375 0.04866667
26 0.5346667 0.29704168 -0.02533333
27 0.5346667 0.28437504 0.010666672
28 0.5346667 0.29195836 0.038666677
29 0.5346667 0.27395833 -0.056666672
30 0.5346667 0.30704167 -0.055333342
